,term,term_d,rate
2011-02-15,0d,0.0,1.7847
2011-02-15,1m,0.08,2.3354
2011-02-15,2m,0.17,2.7104
2011-02-15,3m,0.25,2.7477
2011-02-15,6m,0.5,2.9071
2011-02-15,9m,0.75,2.9642
2011-02-15,1y,1.0,3.0664
2011-02-15,2y,2.0,3.2541
2011-02-15,3y,3.0,3.3747
2011-02-15,4y,4.0,3.5354
2011-02-15,5y,5.0,3.6639
2011-02-15,6y,6.0,3.8116
2011-02-15,7y,7.0,3.855
2011-02-15,8y,8.0,3.8652
2011-02-15,9y,9.0,3.9496
2011-02-15,10y,10.0,4.0454
2011-02-15,15y,15.0,4.1764
2011-02-15,20y,20.0,4.2505
2011-02-15,30y,30.0,4.3453
2011-02-15,40y,40.0,4.3973
2011-02-15,50y,50.0,4.4629
